date,stock_id,volume,Trading_money,open,high,low,close,spread,Trading_turnover,TAIEX_return,SMA_10,SMA_20,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,OBV,future_change,target
2025-02-05,2308,6794679,2761080871,403.0,410.0,403.0,405.5,8.5,6617,0.01612795670431999,413.85,417.52500000000003,46.358354290972315,-1.20452042646167,-2.38599084249948,1.18147041603781,392.8855472548746,417.52500000000003,442.16445274512546,11.802623912400659,0.25598078162716065,701218017.0,-0.011097410604192337,0
2025-02-06,2308,8942631,3710017537,413.5,417.5,411.5,417.0,11.5,7907,0.006692980357989153,414.55,416.65000000000003,50.939605816985406,-0.8243316388455924,-1.604641643906722,0.7803100050611296,393.3417678874856,416.65000000000003,439.95823211251445,11.188398949964917,0.5075080769384489,710160648.0,-0.02877697841726623,-1
2025-02-07,2308,4903016,2022822124,418.0,418.5,409.0,415.0,-2.0,6878,0.006933686729626132,416.00000000000006,415.87500000000006,50.13762743662919,-0.6766129973931356,-1.165538401963412,0.48892540457027656,393.4934403911024,415.87500000000006,438.2565596088977,10.763599451228202,0.4804526580075276,705257632.0,-0.03373493975903619,-1
2025-02-10,2308,5455004,2214491910,405.0,409.5,404.0,404.5,-10.5,8402,-0.0096314592173955,414.6,415.25000000000006,46.03953286787822,-1.3907751672251152,-1.5037604574363135,0.11298529021119819,392.30957372028456,415.25000000000006,438.19042627971555,11.048971116058032,0.26569746636518526,699802628.0,0.003708281829418958,0
2025-02-11,2308,6933390,2800840141,405.0,408.0,402.0,402.0,-2.5,6673,0.005673026224682909,412.6,414.6500000000001,45.09443551859609,-2.13388484253818,-1.7974961061995023,-0.3363887363386774,390.9565632005666,414.6500000000001,438.34343679943356,11.428161967651496,0.2330484364281301,692869238.0,-0.027363184079602032,-1
2025-02-12,2308,3998133,1610368483,403.0,406.5,401.0,401.0,-1.0,5091,-0.004032663289720961,410.0,413.7750000000001,44.69916924180085,-2.7715475814012507,-1.9481270760500586,-0.823420505351192,389.3975406098972,413.7750000000001,438.152459390103,11.782954209463062,0.23797515574599493,688871105.0,-0.02244389027431426,-1
2025-02-13,2308,6701476,2708460961,401.0,406.0,400.5,405.0,4.0,5092,0.004708509108084069,408.35,412.42500000000007,46.71125717846496,-2.920467988414714,-1.6776379864508175,-1.2428300019638965,389.341000072953,412.42500000000007,435.5089999270471,11.194277712091672,0.3391743193669753,695572581.0,-0.03703703703703709,-1
2025-02-14,2308,5005852,2011567147,402.0,406.0,400.0,401.0,-4.0,7661,-0.010547274482561764,404.70000000000005,411.0750000000001,44.94997305292809,-3.3229501535858503,-1.664096121297563,-1.6588540322882874,388.67839546410727,411.0750000000001,433.47160453589294,10.896602583904556,0.27507751266818387,690566729.0,-0.012468827930174564,0
2025-02-17,2308,4598247,1866406474,400.0,408.5,400.0,406.0,5.0,5362,0.015234567506644092,405.40000000000003,410.5000000000001,47.60921275208153,-3.201556406599252,-1.2341618994487717,-1.9673945071504804,388.2076836461219,410.5000000000001,432.79231635387833,10.861055470829825,0.39906836219787356,695164976.0,-0.025862068965517238,-1
2025-02-18,2308,21321011,8392544011,402.0,403.5,390.5,391.0,-15.0,37838,0.0068401507232613845,404.80000000000007,409.05000000000007,41.18211974223825,-4.266543568856491,-1.8393192493648085,-2.4272243194916827,385.61610641781044,409.05000000000007,432.4838935821897,11.457715967333883,0.11487407253315894,673843965.0,0.005115089514066584,0
2025-02-19,2308,8248001,3229349641,386.0,394.0,386.0,392.0,1.0,11227,-0.0026210475654849796,403.45000000000005,408.6500000000001,41.74671526255627,-4.9725415612932125,-2.0362537934412237,-2.9362877678519888,384.31008260187184,408.6500000000001,432.98991739812834,11.912354042886697,0.157969258324589,682091966.0,0.017857142857142794,0
2025-02-20,2308,10129322,3966771228,392.5,394.5,390.0,390.0,-2.0,12173,-0.004940671273779951,400.75,407.6500000000001,40.90109062700973,-5.628550910794445,-2.1538105143539648,-3.47474039644048,381.9388514862702,407.6500000000001,433.36114851373,12.6143252857745,0.15676367995434154,671962644.0,0.03076923076923066,1
2025-02-21,2308,9099579,3568880519,386.5,396.0,386.5,396.0,6.0,9707,0.010337005363713292,398.85,407.42500000000007,44.53112402276799,-5.599742840907481,-1.700001955573601,-3.8997408853338804,381.3738862749378,407.42500000000007,433.47611372506236,12.788176339234113,0.2807195477211263,681062223.0,-0.015151515151515138,0
2025-02-24,2308,7070816,2784138643,391.5,396.0,389.5,395.5,-0.5,7260,-0.00695062209626951,397.95000000000005,406.2750000000001,44.28699981226106,-5.553243722438708,-1.3228022696838622,-4.230441452754846,380.2517816222286,406.2750000000001,432.2982183777716,12.810642238765126,0.2929733393544461,673991407.0,-0.04551201011378003,-1
2025-02-25,2308,7896486,3110709617,389.5,397.0,389.5,393.0,-2.5,6852,-0.0118644736691349,397.05,404.82500000000005,43.017175115215856,-5.652958159849902,-1.138013365676045,-4.514944794173857,379.2633613901339,404.82500000000005,430.38663860986617,12.628488166425551,0.26869636214487624,666094921.0,-0.03689567430025442,-1
2025-02-26,2308,9935842,3935494814,392.0,399.0,391.0,399.0,6.0,7561,0.005017238032579474,396.85,403.425,46.94868681767047,-5.188028352581171,-0.53846684672585,-4.649561505855321,379.9992494362714,403.425,426.85075056372864,11.613435242599554,0.4055526526682248,676030763.0,-0.03884711779448624,-1
2025-02-27,2308,19818567,7973422244,394.0,407.0,394.0,402.0,3.0,14080,-0.01492871503319082,396.55,402.45000000000005,48.84899676272676,-4.525328038024952,0.09938677426429532,-4.624714812289247,380.6231695769602,402.45000000000005,424.2768304230399,10.846977474488675,0.48969158619739317,695849330.0,-0.06716417910447758,-1
2025-03-03,2308,12654968,4986004404,397.0,400.0,390.0,390.0,-12.0,15072,-0.01288021869434064,395.45,400.07500000000005,42.319059812470414,-4.911812657241342,-0.22967827596167467,-4.682134381279667,385.019750871668,400.07500000000005,415.1302491283321,7.526213399153676,0.16539909389343166,683194362.0,-0.03717948717948716,-1
2025-03-04,2308,20515117,7760387194,385.0,387.0,373.0,377.5,-12.5,33768,-0.007003350727821989,392.6,399.0,36.800557957881864,-6.155789921217149,-1.1789244319499854,-4.976865489267164,380.86599588442994,399.0,417.13400411557006,9.08972637371933,-0.0928089533612671,662679245.0,-0.018543046357615944,0
2025-03-05,2308,10339351,3926054590,379.0,383.0,377.5,378.5,1.0,11269,0.012170706752436589,391.3500000000001,398.075,37.50269381276956,-6.980492450870997,-1.602901569283067,-5.37759088158793,377.75577135735864,398.075,418.39422864264134,10.208743901345901,0.018313407849536754,673018596.0,0.023778071334213946,1
2025-03-06,2308,8387739,3225572577,381.5,387.5,380.5,383.5,5.0,8421,-0.006841145685317018,390.50000000000006,396.975,41.030387505151694,-7.148216741045701,-1.4165006875662165,-5.731716053479484,375.97756907944415,396.975,417.9724309205559,10.578717007648274,0.17912741203952737,681406335.0,0.01303780964797907,0
