date,stock_id,volume,Trading_money,open,high,low,close,spread,Trading_turnover,TAIEX_return,SMA_10,SMA_20,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,OBV,future_change,target
2020-03-19,2308,11899271,1333445581,113.5,116.0,110.0,111.0,-4.0,6804,-0.05828714988170747,124.04999999999998,132.60000000000002,15.55918765806747,-7.97728450477058,-2.384328737905977,-5.592955766864603,110.43174389025238,132.60000000000002,154.76825610974765,33.436283725109554,0.012816887962101666,-95726977.0,0.08108108108108114,1
2020-03-20,2308,13676005,1584467090,113.0,118.5,112.0,117.5,6.5,7022,0.06367104617489927,121.94999999999999,131.27500000000003,30.34190761505604,-7.909316318796954,-1.8530884415458804,-6.056227877251073,108.80988083834492,131.27500000000003,153.74011916165514,34.22604328570574,0.19341360041588213,-82050972.0,0.004255319148936065,0
2020-03-23,2308,8552340,958259760,112.0,117.0,108.5,112.5,-5.0,4426,-0.03725976246711904,119.9,129.675,26.498900932575726,-8.16479063099655,-1.6868502029963803,-6.477940428000169,106.62522548346402,129.675,152.724774516536,35.55006673072834,0.12743670252221762,-90603312.0,0.06222222222222218,1
2020-03-24,2308,6085189,708279613,114.5,119.0,114.5,115.0,2.5,3372,0.0444981625483829,118.1,128.35000000000002,31.191617198882845,-8.072472321397996,-1.2756255147182607,-6.796846806679735,105.11640363611366,128.35000000000002,151.5835963638864,36.20350037224209,0.21270052662292782,-84518123.0,0.047826086956521685,1
2020-03-25,2308,8293471,984863520,118.0,119.5,118.0,119.0,4.0,3905,0.03867593117099344,116.70000000000002,127.25000000000001,38.011066342001804,-7.589060855799133,-0.6337712392955179,-6.955289616503615,104.45918929411305,127.25000000000001,150.04081070588697,35.82052763204237,0.31900599968852805,-76224652.0,0.008403361344537785,0
2020-03-26,2308,4537205,543449194,121.0,121.0,118.0,120.0,1.0,2301,0.00949843178931542,116.35000000000001,126.15,39.62212177327803,-7.0440625752781045,-0.07101836701959208,-6.9730442082585125,104.25046864236126,126.15,148.04953135763876,34.7198277568589,0.35958603635016073,-71687447.0,-0.008333333333333304,0
2020-03-27,2308,7581766,911754701,123.0,124.0,117.0,118.0,-2.0,3375,-0.003845379587443354,116.15,125.05000000000001,37.52175957623044,-6.696339562616004,0.22136371651400744,-6.917703279130011,103.88175168224596,125.05000000000001,146.21824831775407,33.85565504638793,0.3334770101386447,-79269213.0,0.025423728813559254,1
2020-03-30,2308,4758804,561822680,117.0,119.5,115.0,119.5,1.5,2431,-0.00716471524664597,116.30000000000001,124.12500000000001,40.08697396112885,-6.22793732121275,0.5518127663338097,-6.779750087546559,103.73698752620624,124.12500000000001,144.5130124737938,32.85077538577043,0.3865755059267089,-74510409.0,0.046025104602510414,1
2020-03-31,2308,5193744,626133641,121.5,122.5,119.5,120.5,1.0,1931,0.008165592355933837,116.8,123.25,41.80248202596515,-5.710209783689265,0.8556322430858359,-6.565842026775101,103.89323863539391,123.25,142.6067613646061,31.41056610889426,0.4289653897105849,-69316665.0,0.03734439834024905,1
2020-04-01,2308,3350870,401515400,121.0,121.5,119.0,120.0,-0.5,1641,-0.0045766095388780625,117.3,122.25,41.16776019530134,-5.279395219718566,1.0291574456452288,-6.308552665363795,104.5403535058613,122.25,139.9596464941387,28.972836800226908,0.43647529890716125,-72667535.0,0.06666666666666665,1
